,Unnamed: 0,context,question,answerA,answerB,answerC,correct
1848,1848,"Lee queria passar um tempo com Remy, então ela assistiu a um jogo com Lee.",Como Lee se sentiria como resultado?,social,raivoso,Amado,C
1849,1849,Quinn dedicou seu tempo livre ao serviço de ajudar as pessoas necessitadas no hospital.,O que é que o Quinn precisa de fazer antes disto?,Compre um café,Tenha um espírito carinhoso,Dormir em,B
1850,1850,Kai estava jogando tênis no calor e bebia muita água.,O que Kai vai querer fazer a seguir?,reservar um campo de ténis,encontrar alguém para jogar tênis com,Encontre um pouco de sombra,C
1851,1851,O cameron impediu o povo de votar porque queria que um certo candidato vencesse.,O que acontecerá com os outros?,Chame a polícia,entrar em uma luta,ser feliz,A
1852,1852,Cameron fez a pintura perfeita para que ele pudesse entrar no concurso.,O que Cameron precisa fazer antes disso?,Enquadre-o,Certifique-se de que a pintura foi atraente,submetê-lo,B
1853,1853,Jordan formou uma opinião de Addison e ofereceu-lhe a posição imediatamente.,O que Jordan vai querer fazer a seguir?,Ter o melhor funcionário possível,Certifique-se de Addison não foi abordado por mais ninguém,receber uma resposta a seguir,A
1854,1854,"Tracy disse a Ash que eles precisavam de óculos, em seguida, eles os acompanharam ao oftalmologista para sua nomeação.",O que Tracy precisa fazer antes disso?,Conheça bem o Ash,Não conheça Ash,Espere pelo médico,A
1855,1855,"O gato de Ash fugiu na semana passada durante a tempestade, então Ash encontrou outro gato.",Como você descreveria Ash?,raivoso,excitado,média,B
1856,1856,A Addison fechou aquele dia porque eles tinham muitas tarefas para fazer.,O que Addison vai querer fazer a seguir?,Evite fazer suas tarefas,Cuide de suas tarefas,Planeje o que fazer nesse dia,B
1857,1857,Casey entrou em um concurso de arte que foi realizado em sua escola.,Porque é que o Casey fez isto?,Mostre seu trabalho,Faça um pedaço,perder um concurso,A
1858,1858,A Addison trabalhou muito nas entrevistas e conseguiu o emprego.,Como os outros se sentiriam como resultado?,feliz,excitado,Como estar perto de Addison,A
1859,1859,Casey mudou sua vida depois de deixar o uso de heroína e abuso de álcool.,O que Casey vai querer fazer a seguir?,dar 12 passos,Entre em uma clínica de reabilitação,Tente outro vício,B
1860,1860,Taylor ensinou-lhes o caminho e levou-os através da floresta.,O que Taylor vai querer fazer a seguir?,Faça-os perderem-se,Agradecimentos,Encontre a floresta,B
1861,1861,A Riley guardou cada cêntimo porque queria uma roupa nova.,Porque é que a Riley fez isto?,Eles precisam fazer um plano,Eles precisam ter autocontrole,Arranja alguma coisa boa.,C
1862,1862,O Robin e o Kai estavam a lutar num tapete e o Robin caiu no pescoço do Kai.,Como Kai se sentiria como resultado?,culpado,seu pescoço dolorido,como abraçar Kai,B
1863,1863,Carson estava na casa de sua avó e ela perguntou se ele gostaria de alguns biscoitos cozidos frescos.,Como Carson se sentiria depois?,Perturbado depois,Os outros também apreciariam alguns cookies.,Satisfeito depois,C
1864,1864,Casey encontrou-se com ele para o almoço e sentou-se para discutir os detalhes.,O que vai acontecer com Casey?,Recusar-se a ouvir,comer o jantar,ter uma conversa,C
1865,1865,"Lee era horrível no basquete, então ele queria jogar a bola para as pessoas em vez de acertá-las com ela.",O que os outros vão querer fazer a seguir?,Pratique seus fundamentos,trabalhar para se tornar um jogador mais eficaz,Correct Lee,C
1866,1866,"O Quinn esqueceu-se do dinheiro, por isso a Tracy comprou o artigo do Quinn.",O que vai acontecer com Quinn?,Seja rico,Envergonhe-se,perder amigos,B
1867,1867,"Alex agiu sobre a raiva de Ash, socando-o de volta na cabeça.",Como você descreveria Alex?,Sentindo-se orgulhoso,Sentindo-se entediado,sentir-se preguiçoso,A
1868,1868,Riley estava vendo Cameron sair de trás da janela. Riley viu Cameron dirigir.,O que Riley vai querer fazer a seguir?,Olhar para Cameron,Faça suas tarefas,Chamar Cameron,A
1869,1869,"Skylar, uma cirurgiã, realizou um procedimento para que Robin pudesse comer sem o uso de um tubo de alimentação pela primeira vez em sua vida.",O que Skylar fez por Robin?,ler Robin um livro,Cirurgia em Robin,A perna esquerda de Robin amputada,B
1870,1870,Tracy esticou o pescoço para espionar o que Carson estava falando.,O que vai acontecer com Carson?,ser gritado por Carson,ficar curioso,ser conhecido,C
1871,1871,"Aubrey decidiu que era hora de seu filho aprender a gerenciar as finanças, então Aubrey deu à criança um subsídio.",Por que Aubrey fez isso?,ser feliz,Incentive seu filho a comprar coisas,Ensine seu filho sobre dinheiro,C
1872,1872,"Depois de anos de check-up, Kai desenvolveu câncer. Não é surpreendente, é comum em sua família.",O que acontecerá com os outros?,Ignore-a,Espero que ela consiga passar,Adquirir a mesma doença,B
1873,1873,Cameron conheceu o marido de Kendall no bar e teve um bom tempo juntos.,O que vai acontecer com Kendall?,em reverência,Preguiçosa,Beijar o marido de Kendall,A
1874,1874,Riley e Quinn estavam em um jogo de bola e foram para o stand de concessão.,O que Riley vai querer fazer a seguir?,Sair do parque,Compre uma bebida,Ir ao banheiro,B
1875,1875,Aubrey economizou dinheiro e finalmente comprou um carro que ela precisava para chegar ao trabalho.,Por que Aubrey fez isso?,ir em uma viagem de carro,Condução para ir ver sua família,fazer o trajeto para o trabalho,C
1876,1876,"Quando Taylor se ajoelhou para rezar, Taylor recebeu uma mensagem do Senhor.",O que Taylor vai querer fazer a seguir?,Torne-se um leitor de mente,Torne-se uma freira,Torne-se um renegado,B
1877,1877,Jesse deu ao bebê o nome de seu tio.,O que Jesse precisa fazer antes disso?,Ensinar o bebê,Dê o bebê de volta,Anote-o,C
1878,1878,"Quinn tinha vendido todos, mas um item, em seguida, Tracy comprou uma camisa restante de Quinn.",O que Quinn vai querer fazer a seguir?,ir para casa,Dê a camisa a Tracy,Diga a sua amiga,B
1879,1879,Casey foi ao médico para obter ajuda em relação à sua doença e recebeu uma receita.,O que Casey vai querer fazer a seguir?,Não fique doente,ir a uma farmácia,melhor,B
1880,1880,Robin explodiu o suporte de picolé quando ela voou em seu disco.,Como você descreveria Robin?,apologética,imprudente e descuidada,Um motorista muito seguro,B
1881,1881,Sydney estava animada para jogar beisebol na liga novamente.,O que Sydney vai querer fazer a seguir?,correr para a primeira base,bater o birdie,Adquirir o equipamento adequado para jogar,C
1882,1882,Taylor se divorciou do marido depois que ela o avisou que odiava trapaceiros.,O que Taylor precisa fazer antes disso?,Perdoe seu marido,pegá-lo trapaceando,Renove seus votos,B
1883,1883,"Como uma pessoa na equipe, Austin ajudou outro companheiro de equipe para que a equipe fosse bem sucedida.",O que Austin vai querer fazer a seguir?,trabalhar em conjunto,Deixe o esquadrão,Lutar com os outros,A
1884,1884,"Kendall viu um homem entrar no banco e, em seguida, segurar o caixa no ponto de arma.",O que os outros vão querer fazer a seguir?,Chame a polícia,Tente parar o ladrão de banco,Construa um boneco de neve,A
1885,1885,O Taylor estava a caçar o veado e chegou perto o suficiente para disparar.,Como você descreveria Taylor?,Orgulha-te,caça,salvar veados,A
1886,1886,Tracy comprou algo que Quinn possuía antes que eles soubessem que pertencia a Quinn.,O que Tracy precisa fazer antes disso?,Saiba que é do Quinn,Deu-o como um presente,Obter o item,C
1887,1887,"Carson era um pouco jovem demais, mas ele era responsável o suficiente.",Como você descreveria Carson?,Responsáveis,Responsáveis depois,Capaz depois,A
1888,1888,A Addison contratou o Jesse para gerir o dinheiro deles.,O que Addison vai querer fazer a seguir?,Investir o dinheiro,switch managers,usar Jesse,A
1889,1889,Remy acidentalmente tropeçou enquanto ele estava caminhando para o ponto de ônibus e se sentiu muito envergonhado.,Como você descreveria Remy?,embarassed,Socialmente consciente,lesionado,A
1890,1890,Jan estava chateado com Bailey e decidiu não fazer-lhes nenhum favor.,O que vai acontecer com Jan?,desculpar-se,Deixe Bailey falhar,fazer Bailey louco,B
1891,1891,Taylor perdeu muitas boas oportunidades naquele ano.,Como Taylor se sentiria depois?,Como se ela tivesse uma chance,muito amargo,Não tinha conhecimento,B
1892,1892,A Jordânia pagou um bom dinheiro como empregador.,O que os outros vão querer fazer a seguir?,Fica irritado.,Espalhe a palavra,contratar mais funcionários,B
1893,1893,Alex colocou um pouco de gelo em sua ferida e o inchaço caiu muito com ele.,O que Alex vai querer fazer a seguir?,comprar um barco,Ir para o banco,Mantenha o gelo ligado,C
1894,1894,Jan foi nadar no oceano que estava perto de sua casa.,O que Jan precisa fazer antes disso?,ir a um shopping,relaxar,Caminhar até o oceano,C
1895,1895,"Sydney fez um cruzeiro, mesmo que eles não pudessem pagar e ficaram sem dinheiro.",Como você descreveria Sydney?,Alguém que coloca poupança no banco,infeliz,Alguém que coloca a diversão acima da lógica,C
1896,1896,Sasha estava indo a um cartomante e tinha sua mente lida.,O que acontecerá com os outros?,Eles vão descobrir o seu futuro,eles vão aprender coisas,Pergunte sobre sua fortuna,C
1897,1897,"Aubrey não tinha certeza se seu carro antigo poderia fazer a viagem. Como resultado, Aubrey comprou um carro novo.",O que Aubrey vai querer fazer a seguir?,Garantindo o novo carro,queria andar com conforto,Registrar o carro antigo,A
1898,1898,"Depois de fazer um pouco de pesquisa, Kai disse a Carson que Kai deve ser de ascendência real.",O que vai acontecer com Kai?,Faça uma pesquisa sobre Carson,Faça mais pesquisas sobre a realeza,Ficar com ciúmes de Kai,B
1899,1899,Lee estava apaixonado por um calouro de dezoito anos na faculdade.,Como os outros se sentiriam como resultado?,um jovem,invejoso,um romântico,B
1900,1900,O Lee descobriu que os teus pais estavam envolvidos numa queda de carro e morreram.,Porque é que o Lee fez isto?,Desejo-lhe sorte também,Salve seus pais do acidente,Deixe você saber que Lee se importa com você,C
1901,1901,"Devido a defeitos genéticos, Lee ficou cego.",Como você descreveria Lee?,muito triste,aceitar,Aceito por outros,A
1902,1902,Remy também viu a luta. Remy decidiu chamar as autoridades.,Por que Remy fez isso?,Explicar a situação à polícia,ir para casa e cuidar do seu negócio,Ajude a impedir que a luta continue,C
1903,1903,"Kai entrou ofegante depois de passar horas no sol quente jogando basquete com seus amigos. Uma vez lá dentro, Kai bebeu muita água.",Como Kai se sentiria depois?,sedento,ressecada,refrescado,C
1904,1904,Kai trabalhou na mesma empresa por 5 anos. Eles decidiram que era hora de trabalhar duro para obter uma promoção.,Por que Kai fez isso?,Realizar um projeto de alto perfil,Avançando sua carreira,Discutir carreira com o chefe,B
1905,1905,"O Taylor estava a ter problemas em segurar a colher para comer, e o Carson comprou a colher à boca do Taylor.",Como Taylor se sentiria como resultado?,Infelizes eles podem comer,Irritado com Carson,Agradecimentos ao Carson,C
1906,1906,"A Bailey sofreu dois acidentes esta semana, a Tracy não acreditou na sorte da Bailey.",Como Tracy se sentiria depois?,estava preocupado com as habilidades de condução de Bailey,Prometeu nunca entrar em um veículo com Bailey ao volante,Desculpe por Bailey,C
1907,1907,Alex pegou Casey em seus braços porque ela não a vê há muito tempo.,O que Alex precisa fazer antes disso?,Não se veste de jeito nenhum,Certifique-se de que nada cheira,vestidos para cima real nice,C
1908,1908,Tracy foi comprar comida com um fichário cheio de cupons.,Como você descreveria Tracy?,equilibrio,Como se tivessem economizado muito dinheiro,astuto,A
1909,1909,Kai chamou minha atenção acenando com os braços loucamente no ar.,O que Kai vai querer fazer a seguir?,Fugir,Liga-me mais,Caminhe até Kai,B
1910,1910,Carson teve que voltar para casa para pegar o livro que eles esqueceram de pegar pela manhã.,O que Carson vai querer fazer a seguir?,Faça bem na aula,voltar rapidamente,"Em vez disso, tire uma soneca",B
1911,1911,Remy viu a esposa de Kendall andando pela rua até a loja uma tarde.,Como Remy se sentiria depois?,feliz,Perturbado,barulhenta,A
1912,1912,O Kendall queria que o Cameron viesse na direcção deles.,O que Cameron vai querer fazer a seguir?,Tag junto com Kendall,escort,Aponte a direção,A
1913,1913,Quinn sentiu-se enganado porque seu amigo não lhe cortou a mesma quantidade de bolo.,Como você descreveria Quinn?,Sentido rejeitado,Justo,Sentiu-se triste,C
1914,1914,"Skylar era o novo chefe de Kai, então ela pagou-lhe bem por seu trabalho duro.",O que vai acontecer com Skylar?,ser apreciado,Obter uma promoção,Ser odiado,A
1915,1915,Casey fez contato com Lee e perguntou se eles poderiam jogar.,Porque é que o Casey fez isto?,Convidar Casey,Veja seu amigo,Diga que sim,B
1916,1916,Sasha ligou para Addison no trabalho e perguntou se ela gostaria de se encontrar para o almoço.,O que vai acontecer com Sasha?,almoçamos,ir para casa doente,Tenha um belo almoço,A
1917,1917,A Addison comeu tudo no prato durante o jantar.,Porque é que a Addison fez isto?,resíduos alimentares,Seja educado,Termine seu prato,C
1918,1918,Quinn viu a mãe de Ash na loja e pediu conselhos.,O que vai acontecer com Ash?,Evite uma conversa,Mantenha-se em silêncio,ter uma conversa,B
1919,1919,Sydney balançou o bastão em preparação para o jogo.,Como eles se sentiriam como resultado?,eles estavam nervosos,eles eram fracos,eles eram fortes,C
1920,1920,Kendall viu Austin mais tarde naquele turno no trabalho e conversou com eles por um tempo.,O que vai acontecer com Austin?,Fale sobre suas férias,Pergunte a Austin como é a sua família,fazer o seu trabalho,A
1921,1921,"Taylor colocou Addison para dormir, em seguida, dirigiu-se para a cova para um pouco de chá.",Como Taylor se sentiria depois?,aliviado para ser feito com deveres das crianças,feliz por ter algum tempo em família,Os pais de Addison,A
1922,1922,Jesse criou os filhos de Alex porque Alex estava na prisão.,O que vai acontecer com Alex?,não vai sair da prisão,Recuperando seus filhos na prisão,ir para a prisão para estar com Alex,A
1923,1923,Taylor ficou em 1o lugar em uma corrida e depois correu novamente para tentar chegar em 1o.,O que Taylor vai querer fazer a seguir?,Ganhe mais um prêmio,ir a um shopping,comprar um barco,A
1924,1924,Bailey passou a noite na casa de Alex se divertindo com alguns jogos e bebendo chá.,Porque é que a Bailey fez isto?,Dirigir até a casa de Alex,Faça o chá,em reverência,B
1925,1925,Riley foi capaz de dar a Jan algum apoio e produziu seus resultados.,Como Jan reagiria e se sentiria depois?,gratidão a Riley por dar-lhes apoio,feliz que eles completaram a apresentação do grupo no tempo,Estou muito feliz por Jan ter sido melhor depois do apoio prestado.,A
1926,1926,"Depois de ver seu outro lado, Remy se sentiu mais perto.",Como você descreveria Remy?,Animado por ela,Feliz por ela,Perdoar,B
1927,1927,Sasha acabou de se mudar para uma nova escola e se vestiu de forma diferente de todos os outros.,O que Sasha vai querer fazer a seguir?,Torne-se popular,Tire todas as suas roupas,ir às compras,C
1928,1928,Robin caiu e Kai a pegou bem a tempo antes de ficar gravemente ferida.,Como você descreveria Robin?,muito ajudada,gracioso,salvo,C
1929,1929,"Kendall foi para a escola, então ela viu austin mais tarde naquele dia na biblioteca.",Como se sentiria Austin como resultado?,como calma,como irritado,como chateado,A
1930,1930,Remy levou a bolsa para o país do inimigo sem a aprovação do país.,O que Remy vai querer fazer a seguir?,mostrar a todos o saco,Lutar contra o inimigo,Mantenha o saco escondido,C
1931,1931,Sydney deu alguns conselhos a seu amigo para não sair com um homem auto-centrado.,Como você descreveria Sydney?,carinhoso,Como se fosse um conselho decente,entediada,A
1932,1932,"Enquanto sua mandíbula estava fechada para curar, Bailey usou a linguagem de sinais para se comunicar.",Porque é que a Bailey fez isto?,Converse com seus amigos,Necessário para aprender a língua de sinais,necessário para obter um livro para os outros para aprender a linguagem de sinais,A
1933,1933,Remy estava lendo um livro e teve que explicá-lo à classe. Remy escreveu um relatório sobre isso.,Como Remy se sentiria como resultado?,frustrado por isso,dismal sobre isso,bom sobre isso,C
1934,1934,Austin foi capaz de falar alto e alcançar os clientes que saíam.,O que Austin precisa fazer antes disso?,Fale alto,Incentive os clientes a ficarem,Fique em silêncio,B
1935,1935,Lee encontrou sua bola lá fora e era uma grande bola vermelha com muita lama nela.,Como Lee se sentiria depois?,conflituosos,Preguiçosa,inteligente,A
1936,1936,"jordan estava ignorando o paraquedismo, então o paraquedismo balançou a cabeça.",O que a Skylar vai querer fazer a seguir?,Caminhar para longe de Jordan,ignorar jordan,fazer jordan uma pergunta,C
1937,1937,Lee vendeu a TV no craigslist e usou o dinheiro extra para fazer uma festa.,O que Lee precisa fazer antes disso?,Faça uma festa,fazer uma festa,Tinham a televisão,C
1938,1938,Cameron descobriu que havia alguns rumores circulando sobre ele e ele decidiu acertar as coisas hoje.,O que acontecerá com os outros?,considerá-lo culpado,Ignorar Cameron,Parem os rumores,C
1939,1939,A Addison tinha razão quanto ao preço das acções.,Porque é que a Addison fez isto?,Prever o mercado,Aguarde a mudança,Jogue por muito tempo,A
1940,1940,"Robin era uma pessoa legal, então ela me ensinou a usar um computador.",O que os outros vão querer fazer a seguir?,ode robin,apreciar robin,Ajude-me a usar meu computador,B
1941,1941,Alex foi ao médico para um check-up quando ele não estava se sentindo bem.,Porque é que o Alex fez isto?,Continuando a ficar doente,pior,obter fixo,C
1942,1942,Sydney escorregou a língua ao falar com Cameron por causa do nervosismo.,O que vai acontecer com Cameron?,Fique nervoso consigo mesmo,ficar confuso,Arrepende-te.,B
1943,1943,Skylar balançou a cabeça de Jordan e disse-lhes para colocar a cabeça no jogo.,Como Skylar se sentiria depois?,Como se fossem muito duros com a Jordânia,indo em sua cabeça,Um amigo próximo e consciente do estado mental e emocional de Jordan,A
1944,1944,Sasha estava cansada de olhar para seus cabelos castanhos.,O que Sasha vai querer fazer a seguir?,Cortá-lo de volta para loiro,Precisava olhar para si mesmo no espelho,mostrar seu cabelo,A
1945,1945,Um colega de classe perguntou a Kendall se ela tinha ouvido falar da Segunda Guerra Mundial e Kendall sabia muito sobre isso.,Como você descreveria Kendall?,Ausência de guerras passadas,um estudante preguiçoso,um estudante diligente,C
1946,1946,Tracy amava o cão de Remy e o adotou depois que Remy desenvolveu uma alergia a ele.,O que Tracy precisa fazer antes disso?,Queria ajudar um amigo,Registrar o cão no veterinário,Gostou do animal,C
1947,1947,Robin e eu nos vimos todos os dias enquanto nos voluntariávamos em um abrigo para sem-teto.,O que acontecerá com os outros?,Ignorar a mim e ao Robin,Ser servido por mim e Robin,Acho que eu e Robin somos inúteis,B
1948,1948,Austin perdeu muito Cameron e enviou muitas cartas para mostrar seu amor.,Como Austin se sentiria depois?,triste,Preguiçosa,carinhoso,A
1949,1949,"Kai estava cansado de Remy roubar seu cereal, então ele curtiu a pele de Remy.",O que Kai precisa fazer antes disso?,Ignorar Remy,Era uma pessoa violenta,Remy roubou seu cereal,C
1950,1950,Riley salvou cada pedaço de comida que ela recebeu do jardim.,O que Riley precisa fazer antes disso?,Ir para a loja,Ir para o jardim,Tenha comida suficiente para durar um tempo,B
1951,1951,"Sasha estava tentando ganhar dinheiro para a viagem de missão, então Sasha lavou o carro de Tracy.",O que Sasha vai querer fazer a seguir?,queria ficar no lado bom de Tracy como o último tinha um monte de amigos,Doar o dinheiro para a caridade,Conte o dinheiro que eles ganharam,C
1952,1952,Bailey dirigiu até a loja para comprar ingredientes para fazer um bolo.,Porque é que a Bailey fez isto?,Surpreenda a família depois do jantar,Faça uma torta de chocolate para o café da manhã,encontrar direções,A
1953,1953,"Robin gerenciou bem suas finanças, mas os outros membros gastaram todo o seu dinheiro.",O que acontecerá com outros membros?,Ficar chateado com os outros membros,impedir que os outros acessem seu dinheiro,ser demitido,C
1954,1954,"Em seu artigo, Illinois deu ao leitor uma análise completa da perspectiva de Riley.",Como você descreveria Illinois?,um escritor que entrevistou Riley,Era amigo de Illinois,Era amigo de Riley,A
1955,1955,Sydney saiu do tempo para se encontrar com Jesse no concerto naquela noite depois do trabalho.,O que Sydney precisa fazer antes disso?,Vestir-se para isso,Jantar primeiro,Sair do trabalho mais cedo,A
1956,1956,Robin foi à loja com Taylor para comprar uma mochila nova para a escola.,O que vai acontecer com Taylor?,Dormir no corredor,escolher uma nova mochila,Veja os itens,B
1957,1957,"A irmã mais velha do Kai ia montar uma montanha-russa, o Kai queria vir, mas eles eram muito pequenos.",Como Kai se sentiria depois?,excitado,triste,uma criança,B
1958,1958,"Jordan queria falar com seus amigos, então eles ligaram para eles ao telefone.",Como os outros se sentiriam como resultado?,Fico feliz com a chamada,Como se pudessem conversar com seus amigos,Amado,A
1959,1959,A Addison torceu o braço do Casey até o Casey lhes dizer quem o roubou.,O que vai acontecer com Addison?,ter dor no braço por alguns dias,ser chamado um rato pelo ladrão,obter a informação,C
1960,1960,Jan precisava atravessar a estrada para chegar à escola.,O que Jan precisa fazer antes disso?,ir para a escola,necessário para obedecer os semáforos,Pegar seus filhos,B
1961,1961,Robin comprou uma nova broca e tentou aprender a usá-la da maneira certa.,Como os outros se sentiriam como resultado?,confiante,invejoso,sucesso,B
1962,1962,Carson foi um grande conselheiro e ajudou a reduzir a dependência de Robin do álcool.,Como Carson se sentiria depois?,essencial,dando ajuda a Robin,mal,A
1963,1963,Cameron dá de ombros para Jan e dá a Jan um olhar sujo de seu assento.,Como Cameron se sentiria depois?,que ofenderam Jan,um amigo divertido,média,A
1964,1964,Carson foi para as Bahamas de férias um verão. Carson teve um bronzeado de férias.,Como você descreveria Carson?,saudável,Uma pessoa que senta-se ao sol,bonitão,B
1965,1965,"Em um ato de vingança, Casey colocou uma substância ilegal na bolsa de Riley.",O que vai acontecer com Casey?,Arrependa-se do que ela acabou de fazer,ela vai lavar a substância ilegal no vaso sanitário,Ela descobrirá a substância ilegal em sua bolsa.,A
1966,1966,Jesse estava em um fazer acreditar que o jogo se divertiu jogando o tolo.,Como Jesse se sentiria depois?,Tente esquecer a diversão,Lembre-se de toda a diversão,Louco com os outros,B
1967,1967,Riley escoltou Tracy de volta para que ela não estivesse sozinha.,Como Tracy se sentiria como resultado?,seguro,Amedrontado,Assustado,A
1968,1968,"Casey estava no shopping e viu novos telefones à venda, ela comprou um para Tracy.",O que vai acontecer com Tracy?,Tenha uma conversa ruim,conviver com outras pessoas próximas,Dê a Tracy o novo telefone,B
1969,1969,Tracy caminhou até o banheiro e tem um bom banho de espuma quente.,Como Tracy se sentiria depois?,quente e pronto para dormir,fresco e limpo e assustado,Seja limpo,A
1970,1970,Taylor jogou hóquei enquanto todos os outros estavam presos fazendo lição de casa.,Como os outros se sentiriam como resultado?,Muito ciumento,Feliz por ele,Feliz de ver,A
1971,1971,Kendall usou o dinheiro como um meio para obter o pagamento da casa cuidada.,Porque é que o Kendall fez isto?,Orgulha-te,cuidar do pagamento da casa,Pagar o pagamento da casa,B
1972,1972,"Casey passou o fim-de-semana inteiro a jogar videojogos. Quando chegou à escola na segunda-feira, Casey percebeu que se tinha esquecido de fazer o dever de casa.",Como você descreveria Casey?,Estúpido.,remorsos,Indisciplinado,C
1973,1973,"Kendall continha uma cópia do número de Sasha em sua bolsa, caso seu telefone morresse.",O que vai acontecer com Kendall?,"poderia colocar uma cópia escrita do número de Kendall em sua bolsa, também",estar pronto se a bateria do seu telefone se esgotar,É uma honra que seu amigo saiba que pode chamá-los durante qualquer momento de necessidade.,B
1974,1974,"Bailey queria muito um carro novo, então eles foram a uma concessionária.",Porque é que a Bailey fez isto?,Olhe para os carros,economizar dinheiro,Compre alguns carros,A
1975,1975,Addison e Sasha esperaram a resposta para sua pergunta.,O que vai acontecer com Sasha?,entediar-se muito rápido,Tente ser paciente,ganhar conhecimento,C
1976,1976,Austin repeliu os bugs com um swatter e spray de bug.,O que acontecerá com os outros?,Sapatilha os percevejos longe,ela vai matá-los,ela vai ganhar,A
1977,1977,Aubrey não se apresentou tão bem quanto eles gostariam na audição.,Como você descreveria Aubrey?,frustrado,Resistente,Desiludido,C
1978,1978,Tracy está cozinhando carne no forno. Tracy atinge o forno e tenta puxar a panela sem uma luva de forno. Tracy não está gravemente ferido.,Como Tracy se sentiria depois?,bashful e flerteious,envergonhada ou boba,brincalhão e feliz,B
1979,1979,"Jesse foi abusivo com Sydney, então Sydney deixou Jesse depois de um tempo.",Por que Sydney fez isso?,ser triste,ser feliz,Peça desculpas pelo seu comportamento,B
1980,1980,Kendall puxou a mão de Cameron para longe do picador de madeira.,O que vai acontecer com Cameron?,Seja grato,Seja hostil,ficar com raiva,A
1981,1981,Lee colocou o dedo nos lábios de Skylar para ficar quieto quando Lee viu um ladrão armado.,Como o Skylar se sentiria como resultado?,tão atenciosos,Proteção de Lee,Medo de ser feito para pagar,A
1982,1982,"Robin tinha estado fora da cidade alguns dias, então ela foi para o quintal e regou seu jardim.",O que Robin vai querer fazer a seguir?,acender um fósforo e colocar seu jardim em chamas,desenterrar seu jardim e jogá-lo tudo fora,"Depois de regar o jardim, Robin provavelmente vai querer desligar a mangueira de água",C
1983,1983,"Tracy tinha sido convidado para ajudar com a festa, então ela convidou as pessoas para a festa.",O que os outros vão querer fazer a seguir?,Outros lhe enviarão presentes,Outros vão RSVP,Outros desejarão a ela um feliz aniversário,B
1984,1984,"Mesmo que Casey não gostasse de peixe, Jan pediu a Casey para experimentar o sushi.",Por que Jan fez isso?,Faça com que Casey tente coisas novas,levar Casey para fora para sushi,cozinhar sushi caseiro,A
1985,1985,O Kai estava com sede e queria algo para beber.,O que Kai precisa fazer antes disso?,Não ter bebido recentemente,feito,ter um cupom de cerveja grátis,A
1986,1986,Os pais da Robin estavam fora da cidade durante o fim-de-semana.,Porque é que a Robin fez isto?,Seque o carro,queria completar uma tarefa de seus pais,Aspirar o carro,B
1987,1987,"As ações de Tracy foram precipitadas quando ela logo descobriu que Leanne Battersby (Jane Danson) era a única que tinha uma noite com Steve, momentos antes de caminhar pelo corredor.",Porque é que a Tracy fez isto?,"Embora suas intenções eram para obter Abi demitido, Tracy vai ser arruinado de culpa quando a situação se torna mais grave do que ela esperava com uma morte causada pelo acidente.","Com Abi atualmente lutando para conseguir seus gêmeos de volta depois que eles foram para os cuidados, suas chances de uma reunião serão rapidamente lavadas enquanto ela enfrenta um longo tempo atrás das grades.",Saiba quem eram as pessoas,C
1988,1988,Kai disse a Carson que ele deve ser de ascendência real se ele vai subir ao trono.,Como Carson se sentiria como resultado?,optimista,Desiludido,inteligente que ela foi capaz de ajudar Carson,A
1989,1989,Remy foi oferecido um acordo sobre este livro quando encomendado e foi um grande negócio com um grande desconto.,Como os outros se sentiriam como resultado?,Orgulha-te,Preguiçosa,conflituosos,A
1990,1990,Tracy deixou a aula para ir ao médico para um check-up regular.,Como você descreveria Tracy?,Sentindo-se entediado,Sentindo-se amado,Vai-te embora também.,A
1991,1991,"Austin precisava de ajuda com sua lição de casa, então ele chamou seu melhor amigo.",O que Austin vai querer fazer a seguir?,Tente entender o dever de casa,Peça ao seu melhor amigo para vir,Desiludido com seu melhor amigo,B
1992,1992,Skylar começou com uma folha limpa depois de marcar os resultados do último.,O que a Skylar precisa fazer antes disso?,pegar um lápis,Verifique os resultados do anterior,Escreva a pontuação,A
1993,1993,Quinn dedicou sua carreira ao serviço e agora ela estava pronta para fazer algo diferente.,O que Quinn vai querer fazer a seguir?,Volte para o seu antigo emprego,Desistir do seu trabalho,Encontre um novo emprego,C
1994,1994,Alex gostava de ler livros e passava muito tempo lendo.,Como Alex se sentiria depois?,Um leitor ávido,Como se quisessem outro hobby,Que bom que eles têm algo divertido para fazer,A
1995,1995,Lee tratou doenças em crianças porque era seu trabalho.,O que Lee vai querer fazer a seguir?,fazer o seu trabalho,salvar crianças,Desistir do seu trabalho,B
1996,1996,Robin explodiu o picolé com um ventilador de vento quando ele estava jardinando.,Como os outros se sentiriam como resultado disso?,cheio de arrependimento por perturbar as crianças no stand,Ausência de distrações externas enquanto faz trabalho em seu jardim,Louco pelo Robin,C
1997,1997,Bailey passou uma hora na casa do Alex porque eles tiveram que estudar para um grande teste que eles tiveram amanhã.,O que acontecerá com Alex depois?,chutar Bailey para fora,falhar o teste,Estude mais,C
1998,1998,Jesse também acreditava em Carson porque Jesse sabia que Carson sempre foi bem sucedido.,O que Jesse precisa fazer antes disso?,Preocupação com Carson,Ignorar o que Carson fez,Conheça as vitórias do passado de Carson,C
1999,1999,Austin recebeu um passe da CCC para entrar na seção VIP do grande concerto com seus amigos.,O que seus amigos vão querer fazer a seguir?,Ir para outro concerto,Sair do concerto,Beba algumas bebidas,C
