,context,question,answerA,answerB,answerC,correct
1809,Susan had never learned to use chopsticks before. Robin taught them to use chopsticks.,What does Robin need to do before this?,know about Susan,Teach someone else to use chopsticks,Use chopsticks to eat their next meal,C
1810,"After many long and difficult years in school, Quinn became a lawyer.",How would you describe Quinn?,interested in debating the law,interested in breaking the law,like their effort has paid off,C
1811,Austin transmitted in Tracy form because they were dressing like each other for Halloween.,How would Tracy feel as a result of this?,jealous of Austin,excited to celebrate Halloween,mad at Austin,B
1812,"Cameron's parents didn't want him to stay out late with friends, but Jordan convinced Cameron's parents to let him.",What will Jordan want to do next?,ask to stay overnight,thank Cameron's parents,buy Cameron's parents a gift,B
1813,Carson saw their girlfriend stealing and he was very upset.,What will Carson want to do next?,make sure his girlfriend was doing the right thing,stay with his together,report his girlfriend,C
1814,Tracy found a dollar on the ground and grabbed it and put it in her pocket.,Why did Tracy do this?,be rude to others,steal money,become richer,C
1815,Addison was anxious to get their final grades. They left it alone for now.,How would Addison feel afterwards?,smart,like being stressed over grades,like refocusing their thoughts,B
1816,Tracy had been wanting to get closer to Ash and now Tracy sat down next to Ash.,What will Tracy want to do next?,avoid an irritating person,find Ash a friend,give Ash a big hug,C
1817,Quin and Ash live together but Quinn was the one who earned the income for them both.,What will happen to Ash?,move out,quit their job,thank Quinn,C
1818,Jesse lived very close to the beach so Jesse learned how to surf.,Why did Jesse do this?,spend time at home,have some fun,spend time in the ocean,B
1819,Remy loved to play video games and spent their entire allowance on video games.,How would Remy feel afterwards?,satisfied,excited,upset,B
1820,While on a big break from work Bailey drove all the way to the mall.,How would Bailey feel afterwards?,stressed about break time,likes to have fun,likes to shop,C
1821,Ash prevented the baby from moving around on the changing table.,What will mother want to do next?,keep the baby on the table,The mother will change the diaper,The mother will feed the baby,B
1822,Riley saved their people from the disastrous flood that year.,What will Others want to do next?,worship him,build infrastructure to protect from floods,belittle him,B
1823,Austin moved Jordan's car so that he could back out of the driveway.,What will Jordan want to do next?,sell his car,go somewhere,park behind Austin,B
1824,Remy smelt something bad and saw they left food on the stove.,How would you describe Remy?,forgetful,bad,As observant,A
1825,"Carson told his dog to never pee in the house, but the dog did it anyway.",How would Carson feel afterwards?,mad,afraid to punish his dog,happy,A
1826,The police was looking for a suspect and Kendall realized she was right next to the man.,How would Kendall feel afterwards?,excited,happy,scared,C
1827,Aubrey gave Taylor a new car for Christmas last year.,What does Aubrey need to do before this?,be more active,stay home,do nothing,A
1828,Cameron prevented me from voting in the election very illegally.,How would Others feel as a result?,very happy,worried about getting caught,very angry,C
1829,"While trying to switch lanes to bypass traffic, Ash prevented the car from moving.",What will Others want to do next?,Others will notify Ash,Others will honk their horn,Others will notify security,B
1830,Sasha challenged Ash and his friend to a race and she won easily more than once.,What will happen to Ash?,be impressed,annoy Ash,run all day,A
1831,Cameron had to find light so he could interpret the map.,How would you describe Cameron?,Trust worthy,glad to find a light,Inconsiderate,B
1832,Quinn dropped hints to her boyfriend about what she would like for her birthday.,How would you describe Quinn?,doesn't want to seem demanding,direct about what she wants,excited,B
1833,Jan visited their cousin who was having issues with their health.,How would Jan feel afterwards?,caring,dejected,angry,A
1834,Aubrey was working on the project for work.,How would Others feel as a result?,as calm,like she's a hard worker,likes to get things done right,B
1835,Tracy cost the earth its people by making a few nukes and selling them.,How would you describe Tracy?,feeling angry,horrible,ashamed,B
1836,Skylar bought cards the other day without thinking what she would use the cards for.,Why did Skylar do this?,go to the store,have cards at home,buy something she saw immediately,B
1837,Remy also saw the fight because it took place in their front lawn.,How would Remy feel afterwards?,afraid,calm,Pesimistic,A
1838,Alex gave their all and the team won because of the effort.,What will Alex want to do next?,be left alone,win,thank her teammates,C
1839,Robin and Jan were childhood best friends and Robin finally met Jan for dinner after 15 years.,How would Robin feel afterward the dinner?,Nostalgic of the burger they had with Jan for dinner,missing Jan,changed a lot since they were children,C
1840,On Saturday Ash decided she wanted to go get some fresh ocean air.,How would Ash feel afterwards?,happy she was outside,happy she was inside,relaxed but unhappy,A
1841,Jesse had been working several months and had even published some stories in journals.,How would you describe Jesse?,a creator of writing,a conqueror of writs,successful,C
1842,Addison was much more careful this time when doing her math.,Why did Addison do this?,do math better,teach math well,do their best,C
1843,Alex stood up for Ash at work to their boss to help them.,What will happen to Ash?,get yelled at,get a raise,thanks them,C
1844,"Carson and Taylor went to a disagreeable club meeting and, Carson concealed Taylor's identity.",How would you describe Carson?,protective,selfish,angry,A
1845,Casey wanted him to try the food so he brought his hand to Taylor's mouth.,What will Taylor want to do next?,eat the food,wanted please Taylor,vomit out the food,A
1846,"Taylor had been the judge in their small community for many years, Addison was the first person he had ever put to death.",What will happen to Taylor?,be buried,innocent,bear the pressure,C
1847,Tracy remained friends with them even though they were mean.,What will Tracy want to do next?,stop hanging out iwth them,break up with them,spend time with them,A
1848,Lee wanted to spend time with Remy so she watched one game with Lee.,How would Lee feel as a result?,social,angry,loved,C
1849,Quinn devoted her free time to the service of helping people in need at the hospital.,What does Quinn need to do before this?,buy a coffee,have a caring spirit,sleep in,B
1850,Kai had been playing tennis in the heat and drank lots of water.,What will Kai want to do next?,reserve a tennis court,find someone to play tennis with,find some shade,C
1851,cameron prevented the people from voting because they wanted a certain candidate to win.,What will happen to Others?,call the police,get into a fight,be happy,A
1852,Cameron made the painting perfect so that he could enter it in the contest.,What does Cameron need to do before this?,frame it,make sure that the painting was eye-catching,submit it,B
1853,Jordan formed an opinion of Addison and offered her the position right away.,What will Jordan want to do next?,have the best possible employee,make sure Addison was not approached by anyone else,receive an answer next,A
1854,Tracy told Ash they needed glasses then they accompanied them to the optician for their appointment.,What does Tracy need to do before this?,know Ash well,not know Ash,wait for the doctor,A
1855,"Ash's cat ran away last week during the storm, so Ash found another cat.",How would you describe Ash?,angry,excited,mean,B
1856,Addison closed that day because they had a lot of errands to run.,What will Addison want to do next?,avoid doing their errands,take care of their errands,plan what to do that day,B
1857,Casey entered an art contest that was held at his school.,Why did Casey do this?,show off his work,make a piece,lose a contest,A
1858,Addison worked hard at the interviews. Addison landed the job.,How would Others feel as a result?,happy,excited,like being around Addison,A
1859,Casey turned their life around after quitting heroine use and alcohol abuse.,What will Casey want to do next?,take 12 steps,Enter a rehab facility,try another addiction,B
1860,Taylor taught them the way and led them through the forest.,What will Taylor want to do next?,get them lost,be thanked,find the forest,B
1861,Riley saved every penny because she wanted a new outfit.,Why did Riley do this?,they need to make a plan,they need to have self control,get something nice,C
1862,Robin and Kai were wrestling on a mat. Robin fell on Kai's neck.,How would Kai feel as a result?,guilty,their sore neck,like embracing Kai,B
1863,Carson was at their grandmother's house and she asked if he would like some fresh baked cookies.,How would Carson feel afterwards?,upset afterwards,The others would appreciate some cookies too,pleased afterwards,C
1864,Casey met him for lunch and sat down to discuss the details.,What will happen to Casey?,refuse to listen,eat dinner,have a talk,C
1865,lee was awful at basketball so he meant to throw the ball to people instead of hitting them with it.,What will Others want to do next?,practice his fundamentals,work up to becoming a more effective player,correct lee,C
1866,Quinn forgot their money so Tracy bought Quinn's item.,What will happen to Quinn?,be rich,be embarrassed,lose friends,B
1867,Alex acted on Ash's anger by punching him back in the head.,How would you describe Alex?,feeling proud,feeling bored,feeling lazy,A
1868,Riley was watching Cameron leave from behind the window. Riley saw Cameron drive away.,What will Riley want to do next?,look for Cameron,do their chores,call up Cameron,A
1869,"Skylar, a surgeon, performed a procedure so that Robin could eat without the use of a feeding tube for the first time in her life.",What did Skylar do for Robin?,read Robin a book,performed surgery on Robin,amputated Robin's left leg,B
1870,Tracy craned their neck in order to spy on what Carson was talking about.,What will happen to Carson?,be yelled at by Carson,get curious,get known,C
1871,"Aubrey decided it was time for her child to learn how to manage finances, so Aubrey gave the child an allowance.",Why did Aubrey do this?,be happy,encourage her child to buy things,teach her child about money,C
1872,"After years of checkup, Kai developed cancer. Not surprising, it is common in her family.",What will happen to Others?,ignore her,hope she makes it through,acquire same illness,B
1873,Cameron met Kendall's husband at the bar and had a nice time together.,What will happen to Kendall?,in awe,lazy,kiss Kendall's husband,A
1874,Riley and Quinn were at a ballgame and went to the concession stand.,What will Riley want to do next?,leave the park,buy a drink,go to the bathroom,B
1875,Aubrey saved up money and finally bought a car which she needed to get to work.,Why did Aubrey do this?,go on a road trip,drive to go see her family,make the commute to work,C
1876,As Taylor knelt down to pray Taylor received a message from the lord.,What will Taylor want to do next?,become a mind reader,become a nun,become a renegade,B
1877,Jesse gave the baby their name after their uncle's name.,What does Jesse need to do before this?,teach the baby,Give the baby away,Write it down,C
1878,Quinn had sold all but one item then Tracy bought Quinn's one remaining shirt.,What will Quinn want to do next?,go home,Give Tracy the shirt,tell her friend,B
1879,Casey went to the doctor for help in regards to their illness and received a prescription.,What will Casey want to do next?,not stay sick,go to a drug store,better,B
1880,Robin blew the Popsicle stand over when she flew by on her saucer.,How would you describe Robin?,apologetic,reckless and careless,a very safe driver,B
1881,Sydney was excited to play baseball in the league again.,What will Sydney want to do next?,run to first base,hit the birdie,acquire the proper gear to play,C
1882,Taylor divorced her husband after she warned him she hated cheaters.,What does Taylor need to do before this?,forgive her husband,catch him cheating,renew her vows,B
1883,"As a person on the squad, Austin helped another team mate so that the team would succeed.",What will Austin want to do next?,work together,leave the squad,fight with others,A
1884,Kendall saw a man enter the bank and then hold the teller at gun point.,What will Others want to do next?,call the police,try to stop the bank robber,build a snowman,A
1885,Taylor was hunting the deer. Taylor got close enough to shoot.,How would you describe Taylor?,proud,hunt,save deer,A
1886,Tracy bought something that Quinn possessed before they know it belonged to Quinn.,What does Tracy need to do before this?,Know it's Quinn's,Gave it as a gift,Get the item,C
1887,carson was a bit too young but he was responsible enough.,How would you describe Carson?,responsible,responsible afterwards,capable afterwards,A
1888,Addison hired Jesse to manage their money. Jesse managed Addison's money well.,What will Addison want to do next?,invest the money,switch managers,use Jesse,A
1889,Remy accidentally tripped while he was walking to the bus stop and felt very embarrassed.,How would you describe Remy?,embarassed,Socially conscious,hurt,A
1890,Jan was upset with Bailey and decided not to do them any favors.,What will happen to Jan?,apologize,let Bailey fail,make Bailey mad,B
1891,Taylor missed out on a lot of good opportunities that year.,How would Taylor feel afterwards?,like she had a chance,very bitter,was unaware,B
1892,Jordan paid good money as an employer.,What will Others want to do next?,Be annoyed,Spread the word,hire more employees,B
1893,Alex put some ice on their wound and the swelling went down a lot with it.,What will Alex want to do next?,buy a boat,go to the bank,keep the ice on,C
1894,Jan went for a swim in the ocean that was near their home.,What does Jan need to do before this?,go to a mall,relax,walk to the ocean,C
1895,"Sydney took a cruise, even though they couldn't afford it and ran out of money.",How would you describe Sydney?,someone who puts savings in the bank,unhappy,someone who puts fun over rationale,C
1896,Sasha was going to a fortune teller and had their mind read.,What will happen to Others?,they will find out their future,they will learn things,ask about their fortune,C
1897,"Aubrey wasn't sure their old car could make the trip. As a result, Aubrey bought a new car.",What will Aubrey want to do next?,insure the new car,wanted to ride in comfort,register the old car,A
1898,"After doing a little bit of research, Kai told Carson that Kai must be of royal ancestry.",What will happen to Kai?,do research on Carson,do more research on royalty,become jealous of Kai,B
1899,Lee was in love with an eighteen year old freshman in college.,How would Others feel as a result?,a young person,envious,a romantic,B
1900,Lee found out both of your parents were involved in a car crush and died. Lee wished you luck very much.,Why did Lee do this?,wish you luck too,save your parents from the accident,let you know Lee cares about you,C
1901,"Due to genetic defects, Lee went blind.",How would you describe Lee?,very sad,accepting,accepted by others,A
1902,Remy also saw the fight. Remy decided to call the authorities.,Why did Remy do this?,explain the situation to the police,go home and mind his business,help stop the fight from continuing,C
1903,"Kai came inside panting after spending hours in the hot sun playing basketball with their friends. Once inside, Kai drank lots of water.",How would Kai feel afterwards?,thirsty,parched,refreshed,C
1904,Kai had worked at the same company for 5 years. They decided that it was time to work hard to get a promotion.,Why did Kai do this?,undertake a high profile project,advance their career,discuss career path with boss,B
1905,Taylor was having trouble holding the spoon to eat. Carson bought the spoon to Taylor's mouth.,How would Taylor feel as a result?,unhappy they could eat,angry with Carson,thankful to Carson,C
1906,Bailey got in 2 accidents this week. Tracy couldnt believe Bailey's luck.,How would Tracy feel afterwards?,was concerned about Bailey's driving skills,vowed to never get in a vehicle with Bailey behind the wheel,sorry for Bailey,C
1907,Alex took Casey in her arms because she has'nt seen her in a long time.,What does Alex need to do before this?,doesn't dress up at all,makes sure nothing smells,dresses up real nice,C
1908,Tracy went shopping for food with a binder full of coupons.,How would you describe Tracy?,thrifty,like they saved a lot of money,crafty,A
1909,Kai caught my attention by waving their arms madly in the air.,What will Kai want to do next?,run away,call me over,walk over to Kai,B
1910,Carson had to return home to get the textbook that they forgot to grab in the morning.,What will Carson want to do next?,do well in class,get back quickly,take a nap instead,B
1911,Remy saw Kendall's wife walking down the street to the store one afternoon.,How would Remy feel afterwards?,happy,upset,noisy,A
1912,Kendall wanted Cameron to come in their direction. Kendall pulled Cameron's hand.,What will Cameron want to do next?,tag along with Kendall,escort,point the direction,A
1913,Quinn felt cheated because his friend did not cut him the same amount of cake.,How would you describe Quinn?,felt rejected,righteous,felt sad,C
1914,skylar was kai's new boss so she paid him well for his hard work.,What will happen to Skylar?,be appreciated,get a promotion,be hated,A
1915,Casey made contact with Lee and asked they if they could play.,Why did Casey do this?,invite Casey,see their friend,say yes,B
1916,Sasha called Addison at work and asked if she would like to meet for lunch.,What will happen to Sasha?,have lunch,go home sick,have a lovely lunch,A
1917,Addison ate everything on their plate during dinner.,Why did Addison do this?,waste food,be polite,finish their plate,C
1918,Quinn saw Ash's mother at the store and asked for advice.,What will happen to Ash?,avoid a conversation,keep quiet,have a conversation,B
1919,Sydney swung the bat in preparation for the game.,How would they feel as a result?,they were nervous,they were weak,they were strong,C
1920,Kendall saw Austin later that shift at work and talked to them for a while.,What will happen to Austin?,talk about their vacation,ask Austin how their family is,do their work,A
1921,"Taylor put Addison to sleep, then headed to the den for some tea.",How would Taylor feel afterwards?,relieved to be done with children duties,happy to have some family time,Addison's parent,A
1922,Jesse reared Alex's children because Alex was in prison.,What will happen to Alex?,won't get out of prison,rear his children in prison,go to prison to be with Alex,A
1923,Taylor got 1st place in a race and then ran again to try to get 1st.,What will Taylor want to do next?,win another award,go to a mall,buy a boat,A
1924,Bailey spent the night at Alex's house having fun with some games and drinking tea.,Why did Bailey do this?,drive to Alex's house,make the tea,in awe,B
1925,Riley was able to give Jan some support and produced their results.,How would Jan react & feel afterwards?,gratitude towards Riley for giving them support,happy that they completed the group presentation on time,excited that Jan was better after the support provided,A
1926,"After getting to see her other side, Remy felt closer.",How would you describe Remy?,excited for her,happy for her,Forgiving,B
1927,Sasha just moved to a new school and dressed differently than everyone else.,What will Sasha want to do next?,become popular,take off all their clothes,go shopping,C
1928,Robin fell and Kai caught her just in time before she got seriously injured.,How would you describe Robin?,very helped,graceful,saved,C
1929,kendall went to school so she saw austin later that day in the library.,How would Austin feel as a result?,as calm,as angry,as upset,A
1930,Remy carried the bag into the enemy's country without the approval from the country.,What will Remy want to do next?,show everyone the bag,fight the enemy,keep the bag hidden,C
1931,Sydney gave some advice to their friend to not go out with a self centered man.,How would you describe Sydney?,caring,Like it's decent advice,bored,A
1932,"While his jaw was wired shut to heal, Bailey used sign language to communicate.",Why did Bailey do this?,talk to his friends,needed to learn sign language,needed to get a book for others to learn sign language,A
1933,Remy was reading a book and had to explain it to the class. Remy wrote a report about it.,How would Remy feel as a result?,frustrated by it,dismal about it,good about it,C
1934,Austin was able to speak loudly and reach exiting customers.,What does Austin need to do before this?,speak loudly,encourage customers to stay,stay quiet,B
1935,Lee found their ball outside and it was a big red ball with lots of mud on it.,How would Lee feel afterwards?,conflicted,lazy,smart,A
1936,jordan was ignoring skylar so skylar shook his head.,What will Skylar want to do next?,walk away from jordan,ignore jordan,ask jordan a question,C
1937,Lee sold the tv on craigslist and used the extra money to have a party.,What does Lee need to do before this?,have a party,throw a party,of had the tv,C
1938,Cameron discovered that there were some rumors going around about him and he decided to set things right today.,What will happen to Others?,deem him guilty,ignore Cameron,stop the rumors,C
1939,Addison was right about the stock price. They called it the next day.,Why did Addison do this?,predict the market,wait for change,play it long,A
1940,robin was a nice person so she taught me how to use a computer.,What will Others want to do next?,hate robin,appreciate robin,help me use my computer,B
1941,Alex went to the doctor for a checkup when he wasn't feeling well.,Why did Alex do this?,continue being sick,worse,get fixed,C
1942,Sydney slipped up their tongue when talking to Cameron because of nervousness.,What will happen to Cameron?,get nervous themselves,get confused,regret it,B
1943,Skylar shook Jordan's head and told them to get their head in the game.,How would Skylar feel afterwards?,like they were too rough with Jordan,going on in their head,a close friend and aware of Jordan's mental and emotional status,A
1944,Sasha was tired of looking at her mousy brown hair.,What will Sasha want to do next?,dye it back to blonde,needed to look at herself in the mirror,show off her hair,A
1945,A classmate asked Kendall if she heard of World War 2 and Kendall knew much about it.,How would you describe Kendall?,oblivious to past wars,a lazy student,a diligent student,C
1946,Tracy loved Remy's dog and adopted it after Remy developed an allergy to it.,What does Tracy need to do before this?,wanted to help a friend,register the dog at the vet,liked the animal,C
1947,Robin and I saw each other every day while volunteering at a homeless shelter.,What will happen to Others?,ignore me and Robin,be served by me and Robin,think me and Robin are unhelpful,B
1948,Austin missed Cameron a lot and sent many letters to show his love.,How would Austin feel afterwards?,sad,lazy,caring,A
1949,kai was tired of remy stealing his cereal so he tanned remy's hide.,What does Kai need to do before this?,ignore remy,was a violent person,know remy stole his cereal,C
1950,Riley saved every bit of food that she got from the garden.,What does Riley need to do before this?,go to the store,go to the garden,have enough food to last a while,B
1951,"Sasha was trying to earn money for the mission trip, so Sasha washed Tracy's car.",What will Sasha want to do next?,wanted to get on Tracy's good side as the latter had a lot of friends,donate the money to charity,count the money they've earned,C
1952,Bailey drove all the way to the store to buy ingredients to make a cake.,Why did Bailey do this?,surprise the family after dinner,make a chocolate pie for breakfast,find directions,A
1953,Robin managed their finances well but the other members used up all of their money.,What will happen to other members?,be upset with the other members,keep the others from accessing their money,be fired,C
1954,"In their article, Illinois gave the reader a thorough analysis of Riley's perspective.",How would you describe Illinois?,a writer who has interviewed Riley,was friends with Illinois,was friends with Riley,A
1955,Sydney left of time to meet Jesse at the concert that night after work.,What does Sydney need to do before this?,get dressed for it,get dinner first,leave work early,A
1956,Robin went to the store with Taylor to get a new backpack for school.,What will happen to Taylor?,sleep in the aisle,pick out a new backpack,look at items,B
1957,Kai's big sister was going to ride a rollercoaster.  Kai wanted to come but they were too small.,How would Kai feel afterwards?,excited,sad,a toddler,B
1958,Jordan wanted to talk to their friends so the called them on the phone.,How would Others feel as a result?,Glad for the call,Like they could of talked to their friend,loved,A
1959,Addison twisted Casey's arm until Casey told them who it was that stole it.,What will happen to Addison?,have pain in their arm for a few days,get called a rat by the thief,get the info,C
1960,Jan needed to traverse the road in order to get to the schoolhouse.,What does Jan need to do before this?,go to school,needed to obey the traffic lights,pick up their children,B
1961,Robin bought a new drill and tried to learn how to use it the right way.,How would Others feel as a result?,confident,envious,successful,B
1962,Carson was a great counselor and helped to reduce Robin's dependence on the alcohol.,How would Carson feel afterwards?,essential,giving Robin help,evil,A
1963,Cameron shrugs her shoulders at Jan and gives Jan a dirty look from their seat.,How would Cameron feel afterwards?,that they offended Jan,a fun friend,mean,A
1964,Carson went to the Bahamas on vacation one summer. Carson got a tan on vacation.,How would you describe Carson?,healthy,a person who sits in the sun,handsome,B
1965,"In an act of revenge, Casey slipped an illegal substance into Riley's purse.",What will happen to Casey?,regret at what she's just done,she will flush the illegal substance down the toilet,she will discover the illegal substance in her purse,A
1966,Jesse wasin a make believe game had fun playing the fool.,How would Jesse feel afterwards?,try to forget the fun,remember all the fun,mad at others,B
1967,Riley escorted Tracy back so she was not alone.,How would Tracy feel as a result?,safe,frightened,scared,A
1968,Casey was at the mall and saw new phones on sale she bought one for Tracy.,What will happen to Tracy?,have a bad talk,get along with others nearby,give Tracy the new phone,B
1969,Tracy walked to the bathroom and got a nice warm bubble bath.,How would Tracy feel afterwards?,warm and ready for sleep,fresh and clean and frightened,be clean,A
1970,Taylor played hockey while everyone else was stuck doing homework.,How would others feel as a result?,very jealous,happy for him,happy to watch,A
1971,Kendall used money as a means to get the house payment taken care of.,Why did Kendall do this?,proud,take care of the house payment,pay their house payment,B
1972,"Casey spent the whole weekend playing video games. When he got to school on Monday, Casey realized he had forgotten to do his homework.",How would you describe Casey?,Stupid,remorseful,Undisciplined,C
1973,Kendall contained a copy of Sasha's number in her purse in case her phone ever died.,What will happen to Kendall?,"might put a written copy of Kendall's number in their purse, as well",be ready if her phone battery runs out,honored that their friend knows they can call on them during any time of need,B
1974,Bailey wanted to get a brand new car badly so they went to a dealership.,Why did Bailey do this?,look at cars,save money,buy some cars,A
1975,Addison and Sasha waited for the answer to their question .,What will happen to Sasha?,get bored really fast,try to be patient,gain knowledge,C
1976,Austin repelled the bugs with a swatter and bug spray.,What will happen to Others?,shoe the bugs away,she will kill them,she will win,A
1977,Aubrey didn't perform as well as they would have liked at the audition.,How would you describe Aubrey?,frustrated,resilient,disappointed,C
1978,Tracy is cooking meatloaf in the oven. Tracy reaches into the oven and tries to pull out the pan without an oven mitt. Tracy is not seriously injured.,How would Tracy feel afterwards?,bashful and flirtatious,embarrassed or silly,playful and happy,B
1979,Jesse was abusive to Sydney so Sydney left Jesse after a time.,Why did Sydney do this?,be sad,be happy,apologize for their behavior,B
1980,Kendall pulled Cameron's hand away from the wood chipper.,What will happen to Cameron?,be grateful,be hostile,be angry,A
1981,Lee put their finger to Skylar's lips to keep quiet when Lee spotted an armed robber.,How would Skylar feel as a result?,as attentive,protective of Lee,scared for being made to pay,A
1982,Robin had been out of town a few days so she went into the backyard and watered her garden.,What will Robin want to do next?,light a match and set her garden on fire,dig up her garden and throw it all away,"After watering the garden, Robin will probably want to turn the water hose off",C
1983,"Tracy had been asked to help out with the party, so she invited people to the party.",What will Others want to do next?,Others will send her gifts,Others will RSVP,Others will wish her a happy birthday,B
1984,"Even though Casey didn't like fish, Jan asked Casey to try the sushi.",Why did Jan do this?,get Casey to try new things,take Casey out for sushi,cook homemade sushi,A
1985,Kai was thirsty and wanted something to drink. Kai got beer.,What does Kai need to do before this?,have not drank recently,made,have a free beer coupon,A
1986,Robin's parents were out of town for the weekend. Robin washed the car.,Why did Robin do this?,dry the car,wanted to complete a chore from their parents,vacuum the car,B
1987,"Tracy’s actions were rash as she soon discovered Leanne Battersby (Jane Danson) was the one who had a one night stand with Steve, moments before walking down the aisle.",Why did Tracy do this?,"Although her intentions were to get Abi sacked, Tracy will be wracked with guilt when the situation becomes more serious than she expected with a death caused by the accident","With Abi currently fighting to get her twins back after they went into care, her chances of a reunion will be quickly washed away as she faces a long time behind bars",know who the people were,C
1988,Kai told Carson that he must be of royal ancestry if he is going to ascend to the throne.,How would Carson feel as a result?,optimistic,disappointed,smart that she was able to help Carson,A
1989,Remy was offered a deal on this book when ordered and it was a great deal with a big discount.,How would Others feel as a result?,proud,lazy,conflicted,A
1990,Tracy left the class to go to the doctor for a regular checkup.,How would you describe Tracy?,feeling bored,feeling loved,leave too,A
1991,Austin needed help with his homework so he called his best friend.,What will Austin want to do next?,try to understand the homework,ask his best friend to come over,be disappointed in his best friend,B
1992,Skylar started with a clean sheet after marking up the last one's results.,What does Skylar need to do before this?,grab a pencil,check the results of the previous one,write the score,A
1993,Quinn devoted her career to the service and now she was ready to do something different.,What will Quinn want to do next?,go back to her old job,quit her job,find a new job,C
1994,Alex liked reading books and spend a lot of time reading.,How would Alex feel afterwards?,an avid reader,Like they want another hobby,Glad they have something fun to do,A
1995,Lee treated illnesses in children because it was his job.,What will Lee want to do next?,do his job,save children,quit his job,B
1996,Robin blew the popsicle stand down with a wind blower when he was gardening.,How would Others feel as a result of this?,filled with regret for upsetting the kids at the stand,oblivious to outside distractions while doing work in his garden,mad at Robin,C
1997,Bailey spent an hour at Alex's house because they had to study for a big test that they had tomorrow.,What will happen to Alex after?,kick Bailey out,fail the test,study more,C
1998,Jesse also believed in Carson because Jesse knew that Carson was always successful.,What does Jesse need to do before this?,care about Carson,ignore whatever Carson did,knew about Carson's past wins,C
1999,Austin was granted a pass by CCC to get into the VIP section of the big concert with his friends.,What will his friends want to do next?,go to another concert,leave the concert,get some drinks,C
2000,Remy is trying to provide military supplies to rebels withing a rival country.,What will Remy want to do next?,accept the supplies,hide,give something in return,B
2001,Alex visited their mother's house.  It was their mother's birthday.,How would you describe Alex?,good at remembering their own birthday,glad to visit their mother,a very nice daughter,C
2002,Aubrey pulled open the oven door when she went into the kitchen.,Why did Aubrey do this?,burn the dinner,check on dinner,get rid of the food,B
2003,"Quinn saw Ash's mother at the store, but pretended not to notice.",What will Ash want to do next?,rush into Ash's mother's isle,get out of the store before being arrested,rush to a different isle,C
2004,Skylar visited Kai's mother's aunt at the hospital because she was sick.,What will happen to Kai?,she will be angry,she will be calm,make Kai's mother's aunt happy,C
2005,Kendall contained Sasha's number in her purse and decided to hand it out to random guys they met at the bar.,Why did Kendall do this?,get Sasha a boyfriend,play a prank on Sasha,make Sasha very happy,A
2006,Casey met him for lunch after they saw the sports event.,How would Casey feel afterwards?,isolated,interested in sports,Very jovial,B
2007,Carson connected the dots together and then grabbed his crayons.,Why did Carson do this?,did this to clean up his mess,did this to be artistic,shade in the area,B
2008,Bailey replaced their tire.  They then continued on their way.,How would you describe Bailey?,a person who would sacrifice their time for others,Relieved they could replace it,Worried about the spare tire,B
2009,Remy turned Sasha's life upside down when they gave them the job of their dreams.,What will Remy want to do next?,find them a career,thank Remy,For them to do well,C
2010,Addison walked away so Tracy took Addison's step ladder but minutes later Addison came back from the bathroom and asked why it had been moved.,How would Tracy feel afterwards?,bad for moving the later,smug for stealing Addison's ladder purposely,annoyed that Addison asked for the ladder,A
2011,Austin ran to the right with the stolen goods when he saw the police on the left.,What does Austin need to do before this?,escape the police,avoid the police,steal,C
2012,Jordan didn't want to socialize so they went alone to dinner.,How would Others feel as a result?,not loved by Jordan,loved by Jordan,happy with Jordan,A
2013,Carson really wanted to leave the party but didn't want to be rude.,How would Carson feel afterwards?,trying to be polite,hopeless,a thoughtful guest,B
2014,"After six hours on the road to get to Kai´s house, Jesse finally made it. Jesse went lay in Kai's bed to rest a little before the birthday party.",What will Kai want to do next?,take a shower,go to eat something,attend the party,A
2015,Jesse met customers everyday at his new workplace.,Why did Jesse do this?,ignore them,sell the cars,have a job,B
2016,Lee saw Kai this afternoon while Lee was at a park.,Why did Lee do this?,possibly avoid Kai,work at the park,get some relaxation,C
2017,Kai loved riding Kendall's bike to work everyday and it was fun.,What will Kendall want to do next?,proud,keep riding the bike to work,buy their own bike,B
2018,Quinn practiced for years and was able to speak English fluently as a result.,What does Quinn need to do before this?,wished to become a U.S. citizen,wanted to impress their new English speaking partner,take English lessons fora long time,C
2019,Aubrey put on Bailey's hat to see how it would look for the play.,What does Aubrey need to do before this?,borrow Bailey's hat,look in the mirror,run from Bailey,A
2020,Casey took their computer to the store to see if they could return it.,What does Casey need to do before this?,buy a new laptop,buy a new Super Nintendo,break their laptop accidentally,C
2021,"Even though his parents' divorce was bad, Lee visited their mother regularly.",How would the father feel as a result?,fortunate,better,Jealous of the relationship,C
2022,Sasha won the game easily with their friend when their friend wasn't paying enough attention.,What will Others want to do next?,play again,win,be competitive,A
2023,ash was bored so she brought the dogs to addison's house.,How would Addison feel as a result?,calm,angry,a dog lover,A
2024,Quinn measured the object in metric terms before she began to work on the project at school.,How would Quinn feel afterwards?,ready to begin the project,unsure that she chose the correct measurements,careful,A
2025,Bailey asked Jan to pick up a few things at the store but Jan did not do any favours for Bailey.,What will happen to Jan?,ask Bailey what else she can help with,not help out Bailey,grab some groceries for Bailey,B
2026,Riley worked hard to make good wages. But Bob made twice as much while being lazy.,How would Bob feel as a result?,very lucky,angry at Riley,confused,A
