,Unnamed: 0,context,question,answerA,answerB,answerC,correct
1814,1814,Tracy encontrou um dólar no solo e a pegou e colocou no bolso.,Por que o Tracy fez isso?,ser ruido para outros,dinheiro de roubo,tornar- se mais rico,C
1815,1815,"Adison estava ansioso para conseguir os seus graus finais, deixando-o sozinho por",Como senti-lo-ia depois?,smart,como ser acentuado ao longo dos graus,como refocalizar seus pensamentos,B
1816,1816,Tracy tinha que se aproximar mais de Ash e agora Tracy sentava-se ao lado de,O que queremos agora por Tracy?,evitar uma pessoa irritante,encontrar Ash uma amiga,dar a Ash um grande abraço,C
1817,1817,"Quin e Ash vivem juntos, mas Quinn foi o que obteve os rendimentos para ambos.",O que vai acontecer com Ash?,saída,abandonar o seu trabalho,Agradecer Quinn,C
1818,1818,"Jesse vivia muito próximo da praia, assim Jesse aprendeu a pescar.",Por que Jesse fez isso?,tempo em casa,tem alguma diversão,tempo de permanência no oceano,B
1819,1819,Remy queria jogar videogames e despendia de todo o seu subsídio nos,Como se sentiria depois de Remy?,satisfeito,excitação,tonturas,B
1820,1820,Enquanto em grande intervalo de trabalho Bailey dirigiu tudo o caminho para o mall.,Como Bailey se sentiria depois?,", p. 1 , p. 1 , p , p , p",gosta de ter divertido,Como comprar,C
1821,1821,Ash impediu que o bebê se deslocasse na mesa de mudança.,O que a mãe quer fazer a seguir?,manter o bebê na mesa,A mãe muda a fralda,A mãe irá alimentar o bebê.,B
1822,1822,Riley salvou seus habitantes da catástrofe desse ano.,O que queremos?,o aplaina,Construir infra-estruturas para proteger as inundações,a ele,B
1823,1823,Austin mudou o carro da Jordânia para que ele pudesse sair da estrada.,O que a Jordânia deseja fazer a seguir?,vendar o seu carro,náuseas,Parque por trás de Austin,B
1824,1824,Remy mexertia uma coisa ruim e viu que eles deixavam comida no fogão,Como descreveria a Remy?,esquecimento,ruins,Como observador,A
1825,1825,"Carson informou que o cão nunca descascava na casa, mas o cão o fez",Como senti-lo-ia depois?,ic,com medo de punir o cão,feliz,A
1826,1826,A polícia procurava um suspeito e Kendall percebeu que estava bem junto ao homem.,Como se sentiria Kendall depois?,excitação,feliz,prurido,C
1827,1827,Aubrey deu a Taylor um novo carro para o Natal no ano passado.,O que é necessário para o Aubrey?,ser mais activa,permanência em casa,não faça nada,A
1828,1828,Cameron me impediu de votar muito ilegalmente na eleição.,Como os outros se sentiriam como resultado?,muito feliz,preocupado em conseguir a captura,Muito raiva,C
1829,1829,"Enquanto tentava mudar as faixas para o trânsito, Ash impediu que o carro se deslocasse.",O que queremos?,Outros notificarão Ash,Outros vão agarrar o corno,Outros notificarão a segurança.,B
1830,1830,Sasha desafia Ash e sua amiga para uma raça e ganha mais de uma vez.,O que vai acontecer com Ash?,ser imprimido,Aborrilho Ash,ão ão ão ão ão án án án án ,A
1831,1831,Cameron teve que encontrar luz para que pudesse interpretar o mapa.,Como descrever Cameron?,Confiança,au,Considerada,B
1832,1832,Quinn deixou de lado as pistas para o namorado sobre o que gostaria de seu aniversário.,Como descreveria Quinn?,não quer parecer exigente,direto sobre o que ela quer,excitação,B
1833,1833,Jan visitou o primo que estava tendo problemas com a saúde.,Como se sentiria Jan depois?,Cuidado,injectado,irritação,A
1834,1834,Aubrey trabalhava no projeto de trabalho.,Como os outros se sentiriam como resultado?,como calmo,como ela é uma trabalhadora difícil,gosta de conseguir as coisas bem,B
1835,1835,Tracy custou a terra de seus habitantes fazendo alguns furos e vendendo-os.,Como descreveria Tracy?,sentir- se enjoado,horrível,án,B
1836,1836,Skylar comprou cartões no outro dia sem pensar o que usaria os cartões.,Por que o Skylar fez isso?,ir à loja,ter cartões em casa,comprava algo que viu imediatamente,B
1837,1837,Remy viu também a luta porque ela se deu no seu sol.,Como se sentiria depois de Remy?,ic,calm,Pessimista,A
1838,1838,Alex deu a sua totalidade e a equipe ganhou em virtude do esforço.,O que queremos com Alex?,ser deixado sozinho,win,agradecimento aos colegas de equipe,C
1839,1839,Robin e Jan foram os melhores amigos da infância e Robin finalmente reuniu Jan para o jantar após 15,Como se sentiria Robin após o jantar?,Nostalgia do ónus que tinham com Jan para o jantar,Falta de Janeiro, Alterou muito uma vez que eram crianças,C
1840,1840,No sábado Ash decidiu que queria ir a um mar fresco.,Como se sentiria Ash depois?,feliz ela estava fora,feliz ela estava dentro,lúdico mas infeliz,A
1841,1841,Jesse já vinha trabalhando vários meses e até publicava algumas histórias em revistas.,Como descrever Jesse?,um criador da escrita,um vencedor de escritos,sucesso,C
1842,1842,Adison foi muito mais cuidadosa nessa época quando fez sua matemática.,Por que o Addison fez isso?,fazer melhor o cálculo,ensinar bem a matemática,fazer o melhor,C
1843,1843,Alex levantou-se para Ash trabalhar com o chefe para ajudá-lo.,O que vai acontecer com Ash?,riz,án,agradecimentos,C
1844,1844,"Carson e Taylor foram a uma reunião de clubes desagradável e, Carson e",Como descreveria Carson?,Protecção,esclerite,irritação,A
1845,1845,"Casey queria que ele tentasse a comida, de modo que trazia a mão para a boca",O que queremos por Taylor?,coma os alimentos,por favor Taylor,Vómitos para fora,A
1846,1846,"Taylor foi o juiz de sua pequena comunidade há muitos anos, Addison foi a primeira pessoa",O que acontecerá com Taylor?,ser enterrado,inocente,pressão,C
1847,1847,"Tracy permaneceu com eles amigos, embora estivessem médios.",O que queremos agora por Tracy?,parar de pendurar,REINO DE UM REINO DE UM REINO DE,tempo com eles,A
1848,1848,Lee queria passar tempo com Remy para que ela assistisse um jogo com Lee.,Como Lee sentiria como resultado?,social,irritação,amado,C
1849,1849,Quinn dedicou-a ao serviço de ajuda às pessoas que precisam no hospital.,O que é que Quinn precisa fazer antes disso?,compra de um café,ter um espírito de cuidado,sono,B
1850,1850,Kai já estava jogando tênis no calor e bebendo muita água.,O que o Kai quer fazer em seguida?,reserva de um quadrante de tênis,encontrar alguém para jogar tênis com,encontrar alguma sombra,C
1851,1851,cameron impediu que as pessoas votassem porque queriam que um determinado candidato vencesse.,O que acontecerá com os outros?,chama a atenção da polícia,entrar numa luta,ser feliz,A
1852,1852,Cameron fez a pintura perfeita para que pudesse entrar na contestação.,O que é necessário para Cameron diante disso?,Quadro,ver se a pintura estava apanhando os olhos,a,B
1853,1853,Jordan emitiu uma opinião de Addison e lhe ofereceu a posição de imediato.,O que a Jordânia deseja fazer a seguir?,ter o melhor empregado possível,garantir que Addison não foi abordado por ninguém,receber uma resposta em seguida,A
1854,1854,Tracy contou que precisavam de óculos e os acompanharam ao ótica para sua consulta.,O que é necessário para Tracy antes disso?,conhecê-lo,Desconhecido Ash,aguardar o médico,A
1855,1855,"O gato de Ash saiu da semana durante a tempestade, assim Ash encontrou outro gato.",Como descreveria Ash?,irritação,excitação,média,B
1856,1856,Addison fechou aquele dia porque tinha muito certo de cheiro para correr.,O que queremos com Addison?,evitar fazer seus gestos,cuidar de seus errands,planeje o que fazer naquele dia,B
1857,1857,Casey entrou em uma disputa de arte que se realizou em sua escola.,Por que o Casey?,mostra o seu trabalho,esfregue uma peça,Perder um contest,A
1858,1858,"Addison trabalhou muito nas entrevistas, addison aterrissou o trabalho.",Como os outros se sentiriam como resultado?,feliz,excitação,Como estar em torno de Addison,A
1859,1859,Casey virou a vida após abandonar o uso de heroína e o abuso de álcool.,O que queremos com Casey?,Tomar 12 passos,Entrada numa instalação de rehab,experimentar outra adição,B
1860,1860,Taylor os ensinou a caminho e os conduziu pela floresta.,O que queremos por Taylor?,perder,ser obrigado,encontrar a floresta,B
1861,1861,Riley salvou todo o pénis porque queria um novo desdobramento.,Por que o Riley fez isso?,eles precisam fazer um planejamento,eles precisam ter autocontrole,conseguir algo legal,C
1862,1862,Robin e Kai foram arremessados em um mat. Robin caiu no pescoço do Kai.,Como o Kai sentiria como resultado?,culpa,úlceras cervicais,como acolhimento Kai,B
1863,1863,Carson estava na casa da avó e perguntou se gostava de algum biscoito fresco.,Como senti-lo-ia depois?,tonturas após,Os demais apreciariam também alguns biscoitos,Agradecimentos,C
1864,1864,Casey o conheceu para o almoço e sentou para discutir os detalhes.,O que acontecerá com Casey?,recusar ouvir,jantar,ter uma conversação,C
1865,1865,"lee foi horroroso no basquete, de modo que ele queria jogar a bola para as pessoas",O que queremos?,praticam seus fundamentos,trabalhar até se tornar um jogador mais eficaz,lee,C
1866,1866,Quinn esqueceu o dinheiro para que Tracy comprasse o item de Quinn.,O que acontecerá com Quinn?,ser rico,án,perder amigos,B
1867,1867,"Alex atuou na raiva de Ash, com a ponta da cabeça.",Como descrever Alex?,sentir- se orgulhado,sensação de entorse,sentir- se preguiça,A
1868,1868,Riley estava vendo Cameron leave de trás da janela e Riley viu Cameron dirigir.,O que queremos com Riley?,Procura por Cameron,efectuar as suas tarefas,apelar a Cameron,A
1869,1869,"Skylar, um cirurgião, realizou um procedimento para que Robin pudesse comer sem o uso de sonda",O que foi o Skylar para Robin?,Leia Robin um livro,realizado em Robin,amputação da perna esquerda de Robin,B
1870,1870,Tracy fissurou o pescoço para esbarrar no que Carson estava falando.,O que acontecerá com Carson?,ser amarelo por Carson,curioso,- se tem alergia (hipersensibilidade) a esta hormona ou a qualquer,C
1871,1871,"Aubrey decidiu que era o momento em que seu filho aprende a administrar as finanças, de",Por que o Aubrey?,ser feliz,incentivar o filho a comprar as coisas,ensinar seu filho sobre dinheiro,C
1872,1872,"Após anos de acompanhamento, Kai desenvolveu câncer, não surpreendente, é comum em sua família.",O que acontecerá com os outros?,ignorar ela,a esperança que ela faz através de uma,adquirem a mesma doença,B
1873,1873,Cameron conheceu o marido de Kendall no bar e teve um bom tempo juntos.,O que acontecerá com Kendall?,em angorda,preguiça,kiss Kendall's husband,A
1874,1874,Riley e Quinn estavam em jogo de bola e chegaram à estação de concessão.,O que queremos com Riley?,sair do parque,compra de uma bebida,ir ao banheiro,B
1875,1875,"Aubrey salvou dinheiro e, por fim, comprou um carro que precisava conseguir trabalhar.",Por que o Aubrey?,náuseas em uma viagem,drive to ir ver a família dela,fazer o percurso para trabalhar,C
1876,1876,Como Taylor knelt down to or Taylor recebeu uma mensagem do senhor.,O que queremos por Taylor?,tornar-se um leitor de mente,tornar-se um enfermeiro,- se tornar uma negação,B
1877,1877,Jesse deu o nome do bebê após o nome do tio.,O que é necessário para Jesse antes disso?,ensinar o bebê,Dê a criança,Escrever,C
1878,1878,"Quinn vendeu tudo, mas um item depois Tracy comprou o Quinn, o restante do calça",O que queremos Quinn?,ir para casa,Dar a camisa de Tracy,contacte a amiga,B
1879,1879,Casey foi ao médico para auxílio em relação à sua doença e recebeu uma receita médica.,O que queremos com Casey?,não ficar doente,án,melhor,B
1880,1880,Robin fez a bola de Popsicle sentar quando ela arvoram em seu saucer,Como descrever Robin?,Pedidos,inaparente e sem défices,um condutor muito seguro,B
1881,1881,Sydney estava animado a jogar novamente o basquete na liga.,O que queremos em seguida por Sydney?,run to first base,batimentos no birrê,adquirir a arte apropriada para brincar,C
1882,1882,Taylor separou o marido depois de avisar que odiava os ladrões.,O que é necessário para Taylor diante disso?,perdão ao marido,pegue-lhe o veneno,renovar seus votos,B
1883,1883,"Como uma pessoa no batalhão, Austin ajudou outro companheiro de equipe para que a equipe tivesse sucesso.",O que queremos por Austin?,trabalhar em conjunto,desfoque o tabuleiro,Luta contra os outros,A
1884,1884,Kendall viu um homem entrar no banco e depois segurar o contador no ponto da,O que queremos?,chama a atenção da polícia,tentar parar o banco de assalto,construir um homem de neve,A
1885,1885,"Taylor estava caçando o veleiro, Taylor se aproximou o suficiente para a parte aérea.",Como descreveria Taylor?,orgulha,caça,-,A
1886,1886,Tracy comprou algo que Quinn possuía antes de saber que pertencia ao Quinn.,O que é necessário para Tracy antes disso?,Saber que é Quinn,Dá-lo como domicilio,Obtenha o item,C
1887,1887,"o carson era um pouco muito jovem, mas era o responsável o suficiente.",Como descreveria Carson?,responsável,responsabilidade após,A partir de então,A
1888,1888,"Addison contratou Jesse para gerir o dinheiro, Jesse conseguiu bem administrar o dinheiro do Ad",O que queremos com Addison?,investir o dinheiro,switch managers, Jesse,A
1889,1889,Remiu acidentalmente foi levado enquanto ele estava caminhando para o ônibus e se sentiu muito con,Como descreveria a Remy?,embaralhado,Consciência social,náuseas,A
1890,1890,Jan ficou preocupado com Bailey e decidiu não fazer favores.,O que acontecerá com Jan?,Pedidos,Se a falência de Bailey,fazer com que Bailey se enlouqueça,B
1891,1891,Taylor perdeu muito boas oportunidades naquele ano.,Como senti-lo-ia depois?,como ela teve uma chance,Muito amargo,não tinha conhecimento,B
1892,1892,A Jordânia pagou bom dinheiro como empregadora.,O que queremos?,Estar irritado,Dispar a palavra,contratação de mais empregados,B
1893,1893,Alex colocou um gelo na ferida e o edema foi muito despido.,O que queremos com Alex?,compra de um navio,ir ao banco,manter o gelo dentro,C
1894,1894,Jan foi para um nado no oceano que estava próximo de sua casa.,O que é necessário para Jan antes disso?,ir a um shopping,lúpus,caminhada para o oceano,C
1895,1895,"Sydney fez um cruzeiro, embora não conseguissem custear e saíam de dinheiro.",Como descreveria Sydney?,alguém que coloca poupança no banco,infeliz,alguém que se diverte sobre a racionalidade,C
1896,1896,Sasha ia para um contador de fortuna e tinha sua mente lida.,O que acontecerá com os outros?,eles vão encontrar seu futuro,eles vão aprender as coisas,pergunto sobre a sua fortuna,C
1897,1897,"Aubrey não tinha certeza de que o seu velho carro pudesse fazer a viagem, pois A",O que queremos com Aubrey?,seguro do novo carro,quis subir no conforto,registo do antigo carro,A
1898,1898,"Após pouco pouco de pesquisa, Kai contou a Carson que o Kai deve ser de ancestralidade",O que acontecerá com o Kai?,fazer a pesquisa sobre Carson,fazer mais pesquisa sobre a royaltie,ficar com ciúme de Kai,B
1899,1899,"Lee estava apaixonado por um jovem de dezoito anos de idade, estudante de faculdade.",Como os outros se sentiriam como resultado?,um jovem,envious,um romântico,B
1900,1900,"Lee encontrou ambos os pais envolvidos em uma britagem de carro e morreu, Lee queria sorte",Por que Lee fez isso?,án,- se tiver problemas de saúde ou de saúde.,conheca Lee os cuidados com,C
1901,1901,"Devido aos defeitos genéticos, Lee foi cego.",Como descreveria Lee?,muito triste,que aceite,aceite por outros,A
1902,1902,"Remy viu também a luta, e decidiu chamar as autoridades.",Por que a Remy fez isso?,explicar a situação para a polícia,ir para casa e para a mente de seus negócios,Ajuda a parar a luta contra a continuação,C
1903,1903,"O Kai entrou dentro da panela após passar horas no futebol de sol quente com seus amigos,",Como se sentiria após o Kai?,sede,nã,refrescado,C
1904,1904,"Kai trabalhou na mesma empresa há 5 anos, decidiram que era difícil trabalhar para conseguir uma promoção.",Por que o Kai fez isso?,realizar um projecto de alto perfil,avançar na carreira,discutimos o caminho de carreira com o chefe,B
1905,1905,"Taylor tinha dificuldade em segurar a colher-de- sopa, e Carson comprou a colher",Como seria que Taylor sentisse como resultado?,infelizmente comiam,náusea com Carson,Agradecimentos à Carson,C
1906,1906,"Bailey chegou a 2 acidentes nesta semana, Tracy não acreditava na sorte de Bailey.",Como o Tracy se sentiria depois?,", p. 1",vovôs para nunca chegar em um veículo com Bailey atrás da roda,Pedido de Bailey,C
1907,1907,Alex tomou Casey em seus braços porque não a viu há muito tempo.,O que é necessário para Alex antes disso?,não se desloque a ninguém,não tem cheiros,curativo,C
1908,1908,Tracy fez compras de alimentos com um ligante cheio de cupons.,Como descreveria Tracy?,thrifty,como eles pouparam muito dinheiro,artesanato,A
1909,1909,"Kai me chamou a atenção, fazendo com que os braços ficassem loucos no ar.",O que o Kai quer fazer em seguida?,run away,me chame,walkover to Kai,B
1910,1910,Carson teve que retornar para casa para conseguir o livro didático que esquecia de pegar,O que queremos por Carson?,riz,recomeçar rapidamente,Tome um cochilo em vez de,B
1911,1911,Remy viu a esposa de Kendall caminhando na rua para a loja uma tarde.,Como se sentiria depois de Remy?,feliz,tonturas,ruidosa,A
1912,1912,Kendall queria que Cameron viesse em sua direção. Kendall arrastou a mão de,O que queremos por Cameron?,tag along with Kendall,escort,a seguir,A
1913,1913,Quinn sentiu-se enganado porque o amigo não o cortava a mesma quantidade de tor,Como descreveria Quinn?,Sentir- se rejeitado,íntegro,sentir- se triste,C
1914,1914,"skylar era a nova chefe do kai, de modo que o pagou bem por seu",O que acontecerá com o Skylar?,ser apreciado,obter uma promoção,ser,A
1915,1915,Casey fez contato com Lee e perguntou se podia brincar.,Por que o Casey?,Convite Casey,ver o amigo,responder sim,B
1916,1916,Sasha chamou de Addison no trabalho e perguntou se gostaria de se reunir para o almoço,O que acontecerá com Sasha?,aumentem,ir a casa doente,ter um almoço de amor,A
1917,1917,Addison come tudo na sua placa durante o jantar.,Por que o Addison fez isso?,resíduos de alimentos,ser,terminar a sua chapa,C
1918,1918,Quinn viu a mãe de Ash na loja e pediu aconselhamento.,O que vai acontecer com Ash?,evitar uma conversação,manter o silêncio,ter uma conversação,B
1919,1919,Sydney esboça o morcego na preparação para o jogo.,Como se sentiriam como resultado?,estavam nervosos,foram fracos,foram fortes,C
1920,1920,Kendall viu Austin mais tarde que se mudou de trabalho e conversava com eles por um,O que acontecerá com Austin?,fale sobre as férias,Pergunte Austin como sua família está,façam o seu trabalho,A
1921,1921,"Taylor colocou Addison para dormir, depois se dirigiu para a den para algum chá.",Como senti-lo-ia depois?,límpidos para ser realizados com as crianças,feliz ter algum tempo familiar,Pais de um irmão,A
1922,1922,Jesse criou os filhos de Alex porque Alex estava preso.,O que acontecerá com Alex?,não sair da prisão,au au au au,ir para o presídio para ficar com Alex,A
1923,1923,Taylor ganhou 1a posição numa corrida e depois correu novamente para tentar ganhar 1a.,O que queremos por Taylor?,ganhar outra premiação,ir a um shopping,compra de um navio,A
1924,1924,"Bailey passou a noite na casa de Alex, com brincadeiras e chás.",Por que Bailey fez isso?,drive to Alex's house,faça o chá,em angorda,B
1925,1925,Riley conseguiu dar a Jan algum apoio e produziu seus resultados.,Como reagiria Jan e se sentiria depois?,gratidão por dar apoio a Riley,feliz que eles tenham completado a apresentação do grupo no tempo,excitado que Jan foi melhor após o apoio prestado,A
1926,1926,"Depois de ver o outro lado, Remy se sentiu mais próximo.",Como descreveria a Remy?,excitada por ela,feliz por ela,Pediá-lo,B
1927,1927,Sasha só se mudou para uma escola nova e se vestiu de forma diferente de todos.,O que queremos com Sasha?,tornar-se popular,retirar todas as suas roupas,compras,C
1928,1928,Robin caiu e Kai a pegou no tempo antes de se ferir gravemente.,Como descrever Robin?,Muito ajudada,graceful,< 1/ 10,C
1929,1929,kendall foi para a escola de modo que viu austin mais tarde naquele dia na,Como seria que Austin sentisse como resultado?,como calmo,irritação,náuseas,A
1930,1930,Remy carreia o saco para o país inimigo sem a aprovação do país.,O que queremos?,mostre a todos os sacos,Luta contra o inimigo,manter o saco oculto,C
1931,1931,Sydney deu algum conselho para que o amigo não saia com um homem autocentrado.,Como descreveria Sydney?,Cuidado,Como é digna,prurido,A
1932,1932,"Enquanto sua mandíbula estava afiada para curar, Bailey usava a língua de sinais para se",Por que Bailey fez isso?,conversar com os amigos,Necessidade de aprender a língua de sinais,necessitou de obter um livro para que os outros aprendessem a língua de sinais,A
1933,1933,"Remy estava lendo um livro e teve que explicá-lo para a aula,",Como senti-lo-ia?,frustrada por ela,desmoralização,a respeito disso,C
1934,1934,Austin foi capaz de falar alto e atingir clientes em saída.,O que é necessário para Austin antes disso?,fala-se alto,incentivo aos clientes a permanecerem,án,B
1935,1935,Lee encontrou sua bola fora e era uma grande bola vermelha com muita lama.,Como Lee sentiria depois?,Controle,preguiça,smart,A
1936,1936,jordan estava ignorando o skylar de modo que o skylar aper,O que queremos com Skylar?,walk away from jordan,ignore jordan,pergunte a jordan uma questão,C
1937,1937,Lee vendeu a tv em craigslist e utilizou o dinheiro extra para ter uma festa,O que Lee precisa fazer antes disso?,- se tem uma parte,Jogar uma parte,dos casos de tv,C
1938,1938,Cameron descobriu que havia alguns rumores que o cercavam e decidiu colocar as coisas bem hoje.,O que acontecerá com os outros?,.,ignore Cameron,parar os rumores,C
1939,1939,"Addison estava certo sobre o preço das ações, chamando-o no dia seguinte.",Por que o Addison fez isso?,predizer o mercado,aguardar a mudança,lúdico,A
1940,1940,robin foi uma pessoa bonita e me ensinou a usar um computador.,O que queremos?,Robin,apreciar a robina,me ajuda a usar o meu computador,B
1941,1941,Alex procurou o médico para uma consulta quando não estava se sentindo bem.,Por que o Alex fez isso?,continuar a ser doente,pior,fixado,C
1942,1942,Sydney deslizeu a língua quando falou com Cameron por causa do nervo.,O que acontecerá com Cameron?,nervosismo,Perturbações gerais e alterações no local de administração,arrependido,B
1943,1943,A cabeça de Águia foi abatida e orientada para que eles conseguissem a cabeça no jogo.,Como senti-lo-ia depois?,como se encontravam em excesso com a Jordânia,que vai de cabeça,um amigo íntimo e ciente do estado mental e emocional de Jordânia,A
1944,1944,Sasha estava cansada de olhar para o cabelo pardo-arrolado.,O que queremos com Sasha?,tinturar o corante até o blongo,necessitou de olhar para si mesmo no espelho,mostrar o cabelo dele,A
1945,1945,Uma colega de classe perguntou se ouviu falar da Segunda Guerra Mundial e Kendall sabia muito a,Como descrever Kendall?,esquecimentos às guerras passadas,um aluno preguiça,um aluno diligente,C
1946,1946,Tracy adorava o cão de Remy e o adotou após o desenvolvimento de uma alergia,O que é necessário para Tracy antes disso?,quis ajudar um amigo,registo do cão no vet,semelhante ao animal,C
1947,1947,"Robin e eu vi todos os dias, enquanto voluntárias em um abrigo de rua.",O que acontecerá com os outros?,ignoro-me e Robin,ser servido por mim e Robin,credito que eu e Robin são inúteis,B
1948,1948,Austin perdeu muito o vislumbre e enviou muitas cartas para mostrar o seu amor.,Como se sentiria Austin depois?,triste,preguiça,Cuidado,A
1949,1949,"kai estava cansado de remir roubando o seu cereal, então curtiria",O que o Kai precisa fazer antes disso?,ignorar a remessa,foi uma pessoa violenta,sabe remy stole seu cereal,C
1950,1950,Riley salvou todos os pedaços de comida que ela chegou do jardim.,O que é necessário para que Riley possa fazer antes disso?,ir à loja,ir ao jardim,têm alimentos suficientes para durar um período de,B
1951,1951,"Sasha estava tentando ganhar dinheiro para a viagem de missão, então Sasha lavava o carro",O que queremos com Sasha?,"quis obter o bom lado de Tracy, pois este tinha muita amizade",doar o dinheiro à caridade,conta o dinheiro que eles ganharam,C
1952,1952,Bailey dirigiu tudo o caminho para a loja comprar ingredientes para fazer uma torta.,Por que Bailey fez isso?,surpresa da família após o jantar,faça uma torta de chocolate para o pequeno- almoço,encontrar orientações,A
1953,1953,"Robin conseguiu bem administrar bem suas finanças, mas os demais membros usaram todo o seu dinheiro.",O que acontecerá com outros membros?,náuseas com os outros membros,manter os outros acessando o seu dinheiro,ser demitido,C
1954,1954,"Em seu artigo, Illinois deu ao leitor uma análise minuciosa da perspectiva de Riley.",Como descreveria Illinois?,um escritor que tenha entrevistado Riley,era amigo de Illinois,era amigo de Riley,A
1955,1955,Sydney deixou de tempo para se reunir Jesse no concerto naquela noite após o trabalho.,O que é necessário para Sydney antes disso?,vestir- se para o efeito,chegue ao jantar pela primeira vez,trabalho de licenças precoce,A
1956,1956,Robin foi à loja com Taylor para conseguir uma nova mochila para a escola.,O que acontecerá com Taylor?,sono na aisle,colhida uma nova mochila,olha para os itens,B
1957,1957,"A irmã grande do Kai foi ir a uma roça, o Kai queria vir, mas era",Como se sentiria após o Kai?,excitação,triste,uma criança,B
1958,1958,Jordan queria conversar com os amigos para que eles ligassem o telefone.,Como os outros se sentiriam como resultado?,Glad para o chamado,Como eles poderiam de conversar com o amigo,amado,A
1959,1959,Addison tortou o braço de Casey até que Casey lhes contasse quem,O que acontecerá com Addison?,tem dor no braço há alguns dias,riz riz r ão r ão r ão án ,riz,C
1960,1960,Jan necessitou de percorrer a estrada para chegar à casa de aula.,O que é necessário para Jan antes disso?,ir à escola,necessário para obedecer às luzes de trânsito,retire os seus filhos,B
1961,1961,Robin comprou uma nova broca e tentou aprender a utilizá-la da forma correta.,Como os outros se sentiriam como resultado?,Confidente,envious,sucesso,B
1962,1962,Carson era um grande conselheiro e ajudou a diminuir a dependência do Robin ao álcool.,Como senti-lo-ia depois?,essencial,Dar ajuda de Robin,mal,A
1963,1963,Cameron sr. em Jan e dá a ver ombro sujo de Jan.,Como se sentiria Cameron depois?,que cometeram uma infracção a Jan,uma amiga de diversão,média,A
1964,1964,"Carson foi às Bahamas em férias um verão, e o homem chegou a um barco em férias",Como descreveria Carson?,ic,uma pessoa que senta no sol,riz,B
1965,1965,"Em um ato de vingança, Casey desligou uma substância ilegal para o saco de",O que acontecerá com Casey?,arrependido com o que ela só está fazendo,ela vai abafar a substância ilegal para baixo do banheiro.,ela descobrirá a substância ilícita em seu,A
1966,1966,Jesse era um jogo de crer que tinha diversão jogando o lúdico.,Como Jesse se sentiria depois?,tentar esquecimento da diversão,Lembre-se de toda a brincadeira,náuseas,B
1967,1967,"Riley corria atrás Tracy, não estava sozinha.",Como o Tracy sentiria como resultado?,Segurança,vergonha,prurido,A
1968,1968,Casey estava no mercado e viu novos telefones na venda que comprou para Tracy.,O que vai acontecer com Tracy?,ter uma má conversação,riz,dar a Tracy o novo telefone,B
1969,1969,Tracy caminhou no banheiro e obteve um banho de bolha quente legal.,Como o Tracy se sentiria depois?,aquecimento e pronto para o sono,fresco e limpo e assustado,ser limpo,A
1970,1970,"Taylor brincava com a bola de jogo, enquanto todos estavam presos ao trabalho doméstico.",Como os outros se sentiriam como resultado?,Muito ciúme,feliz por ele,feliz em assistir,A
1971,1971,Kendall utilizou o dinheiro como meio para conseguir o pagamento domiciliar cuidado.,Por que o Kendall fez isso?,orgulha,cuidar do pagamento por casa,pagar o pagamento por casa,B
1972,1972,"Casey passou o final de semana jogando vídeos, quando chegou à escola na segunda-feira,",Como descreveria Casey?,Stupid,remorse,Não disciplinada,C
1973,1973,"Kendall continha uma cópia do número de Sasha em seu bolso, caso o telefone fosse",O que acontecerá com Kendall?,"pode colocar uma cópia escrita do número de Kendall no seu interior, bem como",estar pronto se a bateria de telefone sair,honrado que o amigo sabe que pode chamá-lo durante qualquer momento de necessidade,B
1974,1974,"Bailey queria ganhar um carro novo mal, então eles foram para uma revenda.",Por que Bailey fez isso?,olha para os carros,poupança de dinheiro,compra de alguns automóveis,A
1975,1975,Addison e Sasha esperaram responder à sua pergunta .,O que acontecerá com Sasha?,ficar enevoado mesmo rápido,riz,ganho de conhecimento,C
1976,1976,Austin repeliu os percevejos com um swatter e pulverizador,O que acontecerá com os outros?,sapato os percevejos,matará,ela ganhará,A
1977,1977,Aubrey não realizou assim como gostaria de fazer a audição.,Como descreveria Aubrey?,Frustrado,resiliente,decepção,C
1978,1978,Tracy está a cozinhar o melão no forno. Tracy chega ao forno e tenta puxar,Como o Tracy se sentiria depois?,tóxica e flirtatizada,vergonha ou vergonha,lúdico e feliz,B
1979,1979,"Jesse foi abusivo a Sydney, então Sydney deixou Jesse após um tempo.",Por que o Sydney?,ser triste,ser feliz,pecuniar por seu comportamento,B
1980,1980,Kendall retirou a mão de Cameron do cavalheiro de madeira.,O que acontecerá com Cameron?,ser gratificado,ser hostil,ser irritado,A
1981,1981,Lee coloque o dedo para os lábios de Skylar para manter o silêncio quando,Como o Skylar sentiria como resultado?,como atentivo,Protecção de Lee,. . . . . . . . . ,A
1982,1982,"Robin saiu da cidade alguns dias, e ela entrou no quintal e águau o seu jardim",O que queremos por Robin?,iluminar uma partida e colocar o seu jardim em fogo,aumente o seu jardim e a deite a todo o mundo,"Após a água do jardim, Robin provavelmente quer desfazer a água.",C
1983,1983,"Tracy tinha sido orientado a ajudar com o partido, de modo que convidou as pessoas para o partido",O que queremos?,Outros enviarão seus presentes,Outros vão ver o VSR,Outros desejam que ela tenha um aniversário feliz,B
1984,1984,"Embora Casey não gostasse de peixe, Jan pediu para que Casey tentasse o su",Por que o Jan fez isso?,ganhar Casey para tentar coisas novas,Retirar Casey para fora para a calagem,cook caseiroade sushi,A
